,date,content
13,2020-03-19 23:56:44+00:00,"If Trump insists that because #Covid-19 originated in China it is  perfectly acceptable to refer to it at the #ChineseVirus I suppose that means it is also entirely appropriate to start to refer to #Trump as ""Fred's Dick."""
14,2020-03-19 23:56:28+00:00,@bbkericgarner Yes! Although -- strangely enough -- they haven't come to visit since the coronavirus... :  )
15,2020-03-19 23:54:53+00:00,@austinstoirin COVID fail. 🙃😂
16,2020-03-19 23:54:42+00:00,"Its so scary to think that I, (28) could walk around for 10+ days symptom free, and unintentionally infect an older person whose health may not be strong enough to sustain and live through this #coronavirus"
17,2020-03-19 23:54:04+00:00,"Don't be so ""#woke"" that you're indifferent to how your movement/lack thereof could save a life.
#coronavirus #covid"
18,2020-03-19 23:54:03+00:00,@_marxlene Coronavirus really ruined everything 😔
19,2020-03-19 23:53:11+00:00,"Let's make a deal... if Tony Romo gets covid-19, no more corona jokes."
20,2020-03-19 23:53:05+00:00,"@NessTyrrell @davidlabrava @KimFCoates @KateySagal Not a bad idea, but ...  
@WestWorldHBO.  #WuAssassins @netflix  
#TheBallaOfLeftyBrown @netflix 
Options Ness! 
Be well. 
#SelfIsolation #coronavirus"
21,2020-03-19 23:52:51+00:00,2 lakers got the coronavirus ? If its bron or ad ima have to start working on the cure myself
22,2020-03-19 23:52:47+00:00,"Martial law in disguise - #Muntingtinig
Duterte's martial law is tougher than the late president Marcos. The instrument is an invisible
disease #Coronavirus.  When you take away the Mobility of people, their livelihood and confine them in their homes that's worse than Marcos."
23,2020-03-19 23:51:59+00:00,"@DevinNunes -ITS OFFICIALLY TRASH &amp; OBSOLETE.  
Just a few days removed from suggesting that people should take advantage of the light crowds due to coronavirus and go out to eat NOW blaming the media for reporting that he said WHAT HE SAID. WTF. All Trumpets THINK THEY CAN LIE"
24,2020-03-19 23:51:35+00:00,"California health officials predict that about 56% of the state's population -- 25.5 million people -- will be infected with the novel coronavirus within the next eight weeks, Gov. Gavin Newsom said in a letter to President Donald Trump. 
— @GavinNewsom"
25,2020-03-19 23:51:06+00:00,"@Daniel18605885 There's no denying the link. Experts believe COVID-19 originated at a “wet market” in China, where vendors sell both live and dead animals for human consumption."
26,2020-03-19 23:51:04+00:00,"@MDaware @JBPritzker @chicagosmayor our hospital is keeping admitting them inpatient status abd boarding them on the obs unit until the test result comes back...and if positive will transfer them to the now being set up ""COVID hospital"" nearby until they can be d/c'd safely."
27,2020-03-19 23:50:53+00:00,If Coronavirus is not named after a beer why am I getting a beer belly in quarantine?
28,2020-03-19 23:50:39+00:00,@WhiteHouse @Mike_Pence @realDonaldTrump @fema Free coronavirus in NY. No short supply. No back orders. No cost. No escape. Come on down to our infestation of a city and don’t call us when you’re hacking up a lung. Everyone is winner.
29,2020-03-19 23:50:32+00:00,"When quarantine ends:

Day 1: I’ll go to the gym, movies, and a restaurant.

Day 2: I’ll realize I got Coronavirus on Day 1."
30,2020-03-19 23:50:31+00:00,"The Lakers, in a statement, said the two Lakers players who tested positive for COVID-19 are currently asymptomatic, in quarantine and under care of the team's physician. The rest of the players and staff are being asked to observe self-quarantine and shelter at home guidelines."
31,2020-03-19 23:50:30+00:00,One thing this #Coronavirus has revealed to us is just how f*cking selfish we really are. #BeBetter #WakeUp #ThatIncludesMe #COVID19
32,2020-03-19 23:50:20+00:00,@HetkeBrian @lapublichealth If only testing rates were growing faster than coronavirus is spreading.
33,2020-03-19 23:50:11+00:00,"@MalcolmNance Feb 13-
US cases: 15
Countries with cases: 25
World cases: 6,438
Burr sells over $1m stocks.

2/27-
US cases: 54
World: 83,112
Burr said  'akin to 1918 pandemic'

3/5:
US: 221
World: 98,425, deaths 3,387
Burr said US is in a good position to handle Coronavirus.

#FactsMatter"
34,2020-03-19 23:50:03+00:00,@KorinMiller @merlisa @johnjtague @laurenthehough @DrGailSaltz This is such a great article! I was a latchkey kid in Texas &amp; I’m absolutely programmed to handle Coronavirus. I’ve felt like GenXers are forgotten but it’s obvious that we are strong &amp; mighty!!! #GenX #Coronavirus #COVID19 #StayHome #StaySafe
35,2020-03-19 23:49:50+00:00,@realDonaldTrump We will win!!! Free coronavirus in NY. No short supply. No back orders. No cost. No escape. Come on down to our infestation of a city and don’t call us when you’re hacking up a lung. Everyone is winner.
36,2020-03-19 23:48:55+00:00,Almost everybody is going to get COVID-19... I hope y’all realize that. If you haven’t had it or already have it... You’re going to get it. Accept it. Move on! And don’t eat all your quarantine snacks!
37,2020-03-19 23:48:52+00:00,"With Newsom stating that 56% of Californians will get the Coronavirus, I wonder if people will take it a bit more serious and actually start isolating themselves to help slow the spread."
38,2020-03-19 23:48:52+00:00,"Two #Lakers players and a #Celtics player have tested positive for #Coronavirus, according to @ShamsCharania. #NBA"
39,2020-03-19 23:48:25+00:00,"@1followernodad Yes. In the dozens of times I've cleaned up the resevour portion of park, I've never seen a single soul in that section. 

Problem is, it keeps raining and lots of storm drains dump into the resvour. COVID-19 can live on plastic from the street gutters for 3+ days."
40,2020-03-19 23:48:24+00:00,"Even though FedEx drops off every morning at my office and picks up every afternoon, they couldn't deliver my package because of COVID-19."
41,2020-03-19 23:48:06+00:00,@WhiteHouse @realDonaldTrump Free coronavirus in NY. No short supply. No back orders. No cost. No escape. Come on down to our infestation of a city and don’t call us when you’re hacking up a lung. Everyone is winner.
42,2020-03-19 23:47:56+00:00,@phil_eckenrode 'Idris Elba has been diagnosed with coronavirus' is the new 'Idris Elba purchased a Pacific Palisades seaside retreat for $35 million'
43,2020-03-19 23:47:50+00:00,"The nice thing about coronavirus is that now when we see a celebrity trending on twitter, we no longer assume they're dead. We just assume they may be very close to death very soon."
44,2020-03-19 23:47:47+00:00,"#BREAKING 2 members of the @Lakers tested positive for #coronavirus. 

They are asymptomatic &amp; at home recovering."
45,2020-03-19 23:47:42+00:00,@TeamTrump @Mike_Pence Free coronavirus in NY. No short supply. No back orders. No cost. No escape. Come on down to our infestation of a city and don’t call us when you’re hacking up a lung. Everyone is winner.
46,2020-03-19 23:47:15+00:00,"I can't believe how many times I've already heard some nonsense along the lines of ""warmer weather will kill the coronavirus."" This is a GLOBAL pandemic. Yes, that means in the southern hemisphere, where it spread during the SUMMER."
47,2020-03-19 23:46:11+00:00,"#JaeBenjism 

“The next generation of humans born in the current circumstances will be called the: #COVIDians or #Coronials!”

_________________________________________
#CoronaVirusUpdate #Coronavirus #COVID19 #CoronaComedy #CoronaVirusChallenge #Covid_19"
48,2020-03-19 23:45:21+00:00,First time in my life wanting for the weather to be warm #bringTheSummer now !!! #coronavirus #overit already #truckdrivers #foodindustry
49,2020-03-19 23:45:14+00:00,Nine months from now we are going to have a lot of new babies and a lot of divorces. #Coronavirus #Quarantine
